4000.123242   -2.185430e-01
3999.641126   -2.184387e-01
3999.159009   -2.183424e-01
3998.676892   -2.183611e-01
3998.194775   -2.184809e-01
3997.712658   -2.185697e-01
3997.230542   -2.185696e-01
3996.748425   -2.184855e-01
3996.266308   -2.183534e-01
3995.784191   -2.182523e-01
3995.302074   -2.182113e-01
3994.819957   -2.182123e-01
3994.337841   -2.182473e-01
3993.855724   -2.182584e-01
3993.373607   -2.182135e-01
3992.891490   -2.181996e-01
3992.409373   -2.182488e-01
3991.927257   -2.182560e-01
3991.445140   -2.181612e-01
3990.963023   -2.180124e-01
3990.480906   -2.179257e-01
3989.998789   -2.179900e-01
3989.516672   -2.181323e-01
3989.034556   -2.181796e-01
3988.552439   -2.180770e-01
3988.070322   -2.179244e-01
3987.588205   -2.178308e-01
3987.106088   -2.177903e-01
3986.623972   -2.177317e-01
3986.141855   -2.176472e-01
3985.659738   -2.175987e-01
3985.177621   -2.176132e-01
3984.695504   -2.176648e-01
3984.213387   -2.177153e-01
3983.731271   -2.177289e-01
3983.249154   -2.176635e-01
3982.767037   -2.175202e-01
3982.284920   -2.174088e-01
3981.802803   -2.174355e-01
3981.320687   -2.175552e-01
3980.838570   -2.176319e-01
3980.356453   -2.175876e-01
3979.874336   -2.174383e-01
3979.392219   -2.173021e-01
3978.910102   -2.172938e-01
3978.427986   -2.173616e-01
3977.945869   -2.173614e-01
3977.463752   -2.172872e-01
3976.981635   -2.172541e-01
3976.499518   -2.172789e-01
3976.017402   -2.172578e-01
3975.535285   -2.171696e-01
3975.053168   -2.171285e-01
3974.571051   -2.171744e-01
3974.088934   -2.171863e-01
3973.606817   -2.170792e-01
3973.124701   -2.169421e-01
3972.642584   -2.169010e-01
3972.160467   -2.169480e-01
3971.678350   -2.169689e-01
3971.196233   -2.169329e-01
3970.714117   -2.169108e-01
3970.232000   -2.169198e-01
3969.749883   -2.168988e-01
3969.267766   -2.168518e-01
3968.785649   -2.168418e-01
3968.303532   -2.168778e-01
3967.821416   -2.169048e-01
3967.339299   -2.168858e-01
3966.857182   -2.168148e-01
3966.375065   -2.167448e-01
3965.892948   -2.167308e-01
3965.410832   -2.167189e-01
3964.928715   -2.166219e-01
3964.446598   -2.164799e-01
3963.964481   -2.164339e-01
3963.482364   -2.164990e-01
3963.000247   -2.165600e-01
3962.518131   -2.166030e-01
3962.036014   -2.167071e-01
3961.553897   -2.168231e-01
3961.071780   -2.168111e-01
3960.589663   -2.166491e-01
3960.107547   -2.164472e-01
3959.625430   -2.162922e-01
3959.143313   -2.161972e-01
3958.661196   -2.161412e-01
